bioguide,firstname,lastname,birthday,state,party,start_date,end_date
S000002,Alvah,Sabin,1793-10-23,VT,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
S000013,Russell,Sage,1816-08-04,NY,Whig,1853-12-05,1855-03-03,No
S000013,Russell,Sage,1816-08-04,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
S000061,William,Sapp,1804-03-04,OH,Whig,1853-12-05,1855-03-03,No
S000061,William,Sapp,1804-03-04,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
S000173,Harvey,Scott,1818-10-18,IN,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
S000261,William,Seward,1801-05-16,NY,Whig,1849-12-03,1855-03-03,No
S000261,William,Seward,1801-05-16,NY,Republican,1855-12-03,1861-03-03,No
S000416,George,Simmons,1791-09-08,NY,Whig,1853-12-05,1855-03-03,No
S000416,George,Simmons,1791-09-08,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
S000487,John,Slidell,,LA,Democrat,1843-12-04,1845-03-03,No
S000487,John,Slidell,,LA,Democrat,1845-12-01,1847-03-03,No
S000487,John,Slidell,,LA,Democrat,1853-12-05,1855-03-03,No
S000487,John,Slidell,,LA,Democrat,1855-12-03,1861-03-03,No
S000637,William,Smith,1815-03-27,AL,Democrat,1851-12-01,1853-03-03,No
S000637,William,Smith,1815-03-27,AL,Democrat,1853-12-05,1855-03-03,No
S000637,William,Smith,1815-03-27,AL,American,1855-12-03,1857-03-03,No
S000651,William,Sneed,1812-08-27,TN,American,1855-12-03,1857-03-03,No
S000990,James,Stranahan,1808-04-25,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
S001130,Samuel,Swope,1809-03-01,KY,American,1855-12-03,1857-03-03,No
T000235,James,Thorington,1816-05-07,IA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
T000255,Benjamin,Thurston,1804-06-29,RI,Democrat,1847-12-06,1849-03-03,No
T000255,Benjamin,Thurston,1804-06-29,RI,Democrat,1851-12-01,1853-03-03,No
T000255,Benjamin,Thurston,1804-06-29,RI,Democrat,1853-12-05,1855-03-03,No
T000255,Benjamin,Thurston,1804-06-29,RI,American,1855-12-03,1857-03-03,No
T000351,Mark,Trafton,1810-08-01,MA,American,1855-12-03,1857-03-03,No
T000454,Job,Tyson,1803-02-08,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
V000001,George,Vail,1809-07-21,NJ,Democrat,1853-12-05,1855-03-03,No
V000001,George,Vail,1809-07-21,NJ,Democrat,1855-12-03,1857-03-03,No
V000007,William,Valk,1806-10-12,NY,American,1855-12-03,1857-03-03,No
W000027,Abram,Wakeman,1824-05-31,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
W000064,Percy,Walker,Not Found,AL,American,1855-12-03,1857-03-03,No
W000152,Hiram,Warner,1802-10-29,GA,Democrat,1855-12-03,1857-03-03,No
W000199,Cooper,Watson,1810-06-18,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
W000266,William,Welch,1818-12-10,CT,American,1855-12-03,1857-03-03,No
W000281,Daniel,Wells,1808-07-16,WI,Democrat,1853-12-05,1855-03-03,No
W000281,Daniel,Wells,1808-07-16,WI,Democrat,1855-12-03,1857-03-03,No
W000285,John,Wells,1803-10-18,NH,Democrat,1855-12-03,1855-12-31,No
W000337,John,Wheeler,1823-02-11,NY,Democrat,1853-12-05,1855-03-03,No
W000337,John,Wheeler,1823-02-11,NY,Democrat,1855-12-03,1857-03-03,No
W000414,John,Whitfield,1818-03-11,KS,Democrat,1853-12-05,1855-03-03,No
W000414,John,Whitfield,1818-03-11,KS,Democrat,1855-12-03,1857-03-03,No
W000425,Thomas,Whitney,1807-05-02,NY,American,1855-12-03,1857-03-03,No
W000514,John,Williams,1807-01-07,NY,Democrat,1855-12-03,1857-03-03,No
W000734,James,Woodworth,1804-12-04,IL,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
W000757,Daniel,Wright,1812-02-17,MS,Democrat,1853-12-05,1855-03-03,No
W000757,Daniel,Wright,1812-02-17,MS,Democrat,1855-12-03,1857-03-03,No
Y000061,David,Yulee,1810-06-12,FL,Democrat,1841-05-31,1843-03-03,No
Y000061,David,Yulee,1810-06-12,FL,Democrat,1843-12-04,1845-03-03,No
Y000061,David,Yulee,1810-06-12,FL,Democrat,1845-12-01,1851-03-03,No
Y000061,David,Yulee,1810-06-12,FL,Democrat,1855-12-03,1861-03-03,No
B000459,William,Bigler,1814-01-01,PA,Democrat,1856-01-01,1861-03-03,No
C000656,Joseph,Comegys,1813-12-29,DE,Ind. Republican-Democrat,1856-01-01,1857-12-31,No
B001005,James,Buchanan,1791-04-23,PA,Federalist,1821-12-03,1823-03-03,No
B001005,James,Buchanan,1791-04-23,PA,Democratic Republican,1823-12-01,1825-03-03,No
B001005,James,Buchanan,1791-04-23,PA,Jackson,1825-12-05,1827-03-03,No
B001005,James,Buchanan,1791-04-23,PA,Jackson,1827-12-03,1829-03-03,No
B001005,James,Buchanan,1791-04-23,PA,Jackson,1829-12-07,1831-03-03,No
B001005,James,Buchanan,1791-04-23,PA,Jackson,1834-01-01,1837-03-03,No
B001005,James,Buchanan,1791-04-23,PA,Democrat,1837-09-04,1843-03-03,No
B001005,James,Buchanan,1791-04-23,PA,Democrat,1843-12-04,1845-12-31,No
A000008,Nehemiah,Abbott,1804-03-29,ME,Republican,1857-12-07,1859-03-03,No
A000060,John,Ahl,1813-08-16,PA,Democrat,1857-12-07,1859-03-03,No
A000248,Samuel,Andrews,1796-10-16,NY,Republican,1857-12-07,1859-03-03,No
A000294,Samuel,Arnold,1806-06-01,CT,Democrat,1857-12-07,1859-03-03,No
B000238,Martin,Bates,1786-02-24,DE,Democrat,1857-12-07,1859-03-03,No
B000376,Henry,Bennett,1808-09-29,NY,Whig,1849-12-03,1851-03-03,No
B000376,Henry,Bennett,1808-09-29,NY,Whig,1851-12-01,1853-03-03,No
B000376,Henry,Bennett,1808-09-29,NY,Whig,1853-12-05,1855-03-03,No
B000376,Henry,Bennett,1808-09-29,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
B000376,Henry,Bennett,1808-09-29,NY,Republican,1857-12-07,1859-03-03,No
B000464,Charles,Billinghurst,1818-07-27,WI,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
B000464,Charles,Billinghurst,1818-07-27,WI,Republican,1857-12-07,1859-03-03,No
B000491,William,Bishop,1827-09-14,CT,Democrat,1857-12-07,1859-03-03,No
B000560,Philemon,Bliss,1813-07-28,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
B000560,Philemon,Bliss,1813-07-28,OH,Republican,1857-12-07,1859-03-03,No
B000696,Thomas,Bowie,1808-04-07,MD,Democrat,1855-12-03,1857-03-03,No
B000696,Thomas,Bowie,1808-04-07,MD,Democrat,1857-12-07,1859-03-03,No
B000805,Samuel,Brenton,1810-11-22,IN,Whig,1851-12-01,1853-03-03,No
B000805,Samuel,Brenton,1810-11-22,IN,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
B000805,Samuel,Brenton,1810-11-22,IN,Republican,1857-12-07,1859-03-03,No
B000835,Jesse,Bright,1812-12-18,IN,Democrat,1845-12-01,1851-03-03,No
B000835,Jesse,Bright,1812-12-18,IN,Democrat,1851-12-01,1857-03-03,No
B000835,Jesse,Bright,1812-12-18,IN,Democrat,1857-12-07,1863-03-03,No
B000857,David,Broderick,1820-02-04,CA,Democrat,1857-12-07,1859-12-31,No
B000885,Preston,Brooks,1819-08-05,SC,Democrat,1853-12-05,1855-03-03,No
B000885,Preston,Brooks,1819-08-05,SC,Democrat,1855-12-03,1857-03-03,No
B000885,Preston,Brooks,1819-08-05,SC,Democrat,1857-12-07,1859-03-03,No
B000985,Guy,Bryan,1821-01-12,TX,Democrat,1857-12-07,1859-03-03,No
B001128,Joseph,Burns,1800-03-11,OH,Democrat,1857-12-07,1859-03-03,No
C000210,Samuel,Caruthers,1820-10-13,MO,Whig,1853-12-05,1855-03-03,No
C000210,Samuel,Caruthers,1820-10-13,MO,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
C000210,Samuel,Caruthers,1820-10-13,MO,Democrat,1857-12-07,1859-03-03,No
C000231,John,Caskie,1821-11-08,VA,Democrat,1851-12-01,1853-03-03,No
C000231,John,Caskie,1821-11-08,VA,Democrat,1853-12-05,1855-03-03,No
C000231,John,Caskie,1821-11-08,VA,Democrat,1855-12-03,1857-03-03,No
C000231,John,Caskie,1821-11-08,VA,Democrat,1857-12-07,1859-03-03,No
C000270,Calvin,Chaffee,1811-08-28,MA,American,1855-12-03,1857-03-03,No
C000270,Calvin,Chaffee,1811-08-28,MA,Republican,1857-12-07,1859-03-03,No
C000311,Henry,Chapman,1804-02-04,PA,Democrat,1857-12-07,1859-03-03,No
C000429,Ezra,Clark,1813-09-12,CT,American,1855-12-03,1857-03-03,No
C000429,Ezra,Clark,1813-09-12,CT,Republican,1857-12-07,1859-03-03,No
C000477,Isaiah,Clawson,1822-03-30,NJ,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
C000477,Isaiah,Clawson,1822-03-30,NJ,Republican,1857-12-07,1859-03-03,No
C000483,James,Clay,1817-11-09,KY,Democrat,1857-12-07,1859-03-03,No
C000574,Joseph,Cockerill,1818-01-02,OH,Democrat,1857-12-07,1859-03-03,No
C000659,Linus,Comins,1817-11-29,MA,American,1855-12-03,1857-03-03,No
C000659,Linus,Comins,1817-11-29,MA,Republican,1857-12-07,1859-03-03,No
D000019,William,Damrell,1809-11-29,MA,American,1855-12-03,1857-03-03,No
D000019,William,Damrell,1809-11-29,MA,Republican,1857-12-07,1859-03-03,No
D000113,Jefferson,Davis,1808-06-03,MS,Democrat,1845-12-01,1847-03-03,No
D000113,Jefferson,Davis,1808-06-03,MS,Democrat,1847-12-06,1851-03-03,No
D000113,Jefferson,Davis,1808-06-03,MS,Democrat,1857-12-07,1861-12-31,No
D000140,Timothy,Davis,1794-03-29,IA,Republican,1857-12-07,1859-03-03,No
D000141,Timothy,Davis,1821-04-12,MA,American,1855-12-03,1857-03-03,No
D000141,Timothy,Davis,1821-04-12,MA,Republican,1857-12-07,1859-03-03,No
D000174,Sidney,Dean,1818-11-16,CT,American,1855-12-03,1857-03-03,No
D000174,Sidney,Dean,1818-11-16,CT,Republican,1857-12-07,1859-03-03,No
D000290,William,Dewart,1821-06-21,PA,Democrat,1857-12-07,1859-03-03,No
D000389,Edward,Dodd,1805-08-25,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
D000389,Edward,Dodd,1805-08-25,NY,Republican,1857-12-07,1859-03-03,No
D000464,James,Dowdell,1818-11-26,AL,Democrat,1853-12-05,1855-03-03,No
D000464,James,Dowdell,1818-11-26,AL,Democrat,1855-12-03,1857-03-03,No
D000464,James,Dowdell,1818-11-26,AL,Democrat,1857-12-07,1859-03-03,No
D000569,Nathaniel,Durfee,1812-09-29,RI,American,1855-12-03,1857-03-03,No
D000569,Nathaniel,Durfee,1812-09-29,RI,Republican,1857-12-07,1859-03-03,No
E000049,John,Edie,1814-01-14,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
E000049,John,Edie,1814-01-14,PA,Republican,1857-12-07,1859-03-03,No
E000125,John,Elliott,1820-05-20,KY,Democrat,1853-12-05,1855-03-03,No
E000125,John,Elliott,1820-05-20,KY,Democrat,1855-12-03,1857-03-03,No
E000125,John,Elliott,1820-05-20,KY,Democrat,1857-12-07,1859-03-03,No
E000228,George,Eustis,1828-09-28,LA,American,1855-12-03,1857-03-03,No
E000228,George,Eustis,1828-09-28,LA,American,1857-12-07,1859-03-03,No
F000080,Fenner,Ferguson,1814-04-25,NE,Democrat,1857-12-07,1859-03-03,No
F000158,Graham,Fitch,1809-12-05,IN,Democrat,1849-12-03,1851-03-03,No
F000158,Graham,Fitch,1809-12-05,IN,Democrat,1851-12-01,1853-03-03,No
F000158,Graham,Fitch,1809-12-05,IN,Democrat,1857-12-07,1861-03-03,No
F000236,James,Foley,1807-10-18,IN,Democrat,1857-12-07,1859-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Whig,1837-09-04,1839-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Whig,1839-12-02,1841-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Whig,1841-05-31,1843-03-03,Yes
G000167,Joshua,Giddings,1795-10-06,OH,Whig,1843-12-04,1845-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Whig,1845-12-01,1847-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Whig,1847-12-06,1849-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Free Soil,1849-12-03,1851-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Free Soil,1851-12-01,1853-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Free Soil,1853-12-05,1855-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
G000167,Joshua,Giddings,1795-10-06,OH,Republican,1857-12-07,1859-03-03,No
G000209,James,Gillis,1792-10-02,PA,Democrat,1857-12-07,1859-03-03,No
G000213,Charles,Gilman,1824-02-26,ME,Republican,1857-12-07,1859-03-03,No
G000300,Henry,Goodwin,1824-06-25,NY,Whig,1853-12-05,1855-03-03,No
G000300,Henry,Goodwin,1824-06-25,NY,Republican,1857-12-07,1859-03-03,No
G000373,Amos,Granger,1789-06-03,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
G000373,Amos,Granger,1789-06-03,NY,Republican,1857-12-07,1859-03-03,No
G000414,James,Green,1817-02-28,MO,Democrat,1847-12-06,1849-03-03,No
G000414,James,Green,1817-02-28,MO,Democrat,1849-12-03,1851-03-03,No
G000414,James,Green,1817-02-28,MO,Democrat,1857-12-07,1861-03-03,No
G000414,James,Green,1817-02-28,MO,Democrat,1857-12-07,1859-03-03,Yes
G000436,Alfred,Greenwood,1811-07-11,AR,Democrat,1853-12-05,1855-03-03,No
G000436,Alfred,Greenwood,1811-07-11,AR,Democrat,1855-12-03,1857-03-03,No
G000436,Alfred,Greenwood,1811-07-11,AR,Democrat,1857-12-07,1859-03-03,No
G000444,James,Gregg,1806-06-26,IN,Democrat,1857-12-07,1859-03-03,No
G000490,William,Groesbeck,1815-07-24,OH,Democrat,1857-12-07,1859-03-03,No
G000540,William,Gwin,1805-10-09,MS,Democrat,1841-05-31,1843-03-03,No
G000540,William,Gwin,1805-10-09,CA,Democrat,1857-12-07,1861-03-03,No
H000059,Lawrence,Hall,,OH,Democrat,1857-12-07,1859-03-03,No
H000068,Robert,Hall,1812-01-28,MA,American,1855-12-03,1857-03-03,No
H000068,Robert,Hall,1812-01-28,MA,Republican,1857-12-07,1859-03-03,No
H000128,James,Hammond,1807-11-15,SC,Nullifier,1835-12-07,1837-03-03,No
H000128,James,Hammond,1807-11-15,SC,Democrat,1857-12-07,1861-03-03,No
H000207,Aaron,Harlan,1802-09-08,OH,Whig,1853-12-05,1855-03-03,No
H000207,Aaron,Harlan,1802-09-08,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
H000207,Aaron,Harlan,1802-09-08,OH,Republican,1857-12-07,1859-03-03,No
H000255,Thomas,Harris,1816-10-29,IL,Democrat,1849-12-03,1851-03-03,No
H000255,Thomas,Harris,1816-10-29,IL,Democrat,1855-12-03,1857-03-03,No
H000255,Thomas,Harris,1816-10-29,IL,Democrat,1857-12-07,1859-03-03,No
H000336,Israel,Hatch,1808-06-30,NY,Democrat,1857-12-07,1859-03-03,No
H000481,James,Henderson,1808-03-31,TX,Democrat,1857-12-07,1859-03-03,No
H000672,Charles,Hodges,1810-02-04,IL,Democrat,1857-12-07,1859-03-03,No
H000774,George,Hopkins,1804-02-22,VA,Jackson,1835-12-07,1837-03-03,No
H000774,George,Hopkins,1804-02-22,VA,Democrat,1837-09-04,1839-03-03,No
H000774,George,Hopkins,1804-02-22,VA,Conservative,1839-12-02,1841-03-03,No
H000774,George,Hopkins,1804-02-22,VA,Democrat,1841-05-31,1843-03-03,Yes
H000774,George,Hopkins,1804-02-22,VA,Democrat,1843-12-04,1845-03-03,No
H000774,George,Hopkins,1804-02-22,VA,Democrat,1845-12-01,1847-03-03,No
H000774,George,Hopkins,1804-02-22,VA,Democrat,1857-12-07,1859-03-03,No
H000923,James,Hughes,1823-11-24,IN,Democrat,1857-12-07,1859-03-03,No
H001020,John,Huyler,1808-04-09,NJ,Democrat,1857-12-07,1859-03-03,No
J000106,Joshua,Jewett,1815-09-30,KY,Democrat,1855-12-03,1857-03-03,No
J000106,Joshua,Jewett,1815-09-30,KY,Democrat,1857-12-07,1859-03-03,No
J000222,George,Jones,1806-03-15,TN,Democrat,1843-12-04,1845-03-03,No
J000222,George,Jones,1806-03-15,TN,Democrat,1845-12-01,1847-03-03,No
J000222,George,Jones,1806-03-15,TN,Democrat,1847-12-06,1849-03-03,No
J000222,George,Jones,1806-03-15,TN,Democrat,1849-12-03,1851-03-03,No
J000222,George,Jones,1806-03-15,TN,Democrat,1851-12-01,1853-03-03,No
J000222,George,Jones,1806-03-15,TN,Democrat,1853-12-05,1855-03-03,No
J000222,George,Jones,1806-03-15,TN,Democrat,1855-12-03,1857-03-03,No
J000222,George,Jones,1806-03-15,TN,Democrat,1857-12-07,1859-03-03,No
J000234,Jehu,Jones,1811-10-07,PA,Democrat,1851-12-01,1853-03-03,No
J000234,Jehu,Jones,1811-10-07,PA,Democrat,1853-12-05,1855-03-03,No
J000234,Jehu,Jones,1811-10-07,PA,Democrat,1855-12-03,1857-03-03,No
J000234,Jehu,Jones,1811-10-07,PA,Democrat,1857-12-07,1859-03-03,No
J000245,Owen,Jones,1819-12-29,PA,Democrat,1857-12-07,1859-03-03,No
K000051,William,Keim,1813-06-13,PA,Republican,1857-12-07,1859-03-03,No
K000075,John,Kelly,1822-04-20,NY,Democrat,1855-12-03,1857-03-03,No
K000075,John,Kelly,1822-04-20,NY,Democrat,1857-12-07,1859-03-03,No
K000103,Anthony,Kennedy,1810-12-21,MD,Unionist,1857-12-07,1863-03-03,No
K000211,Preston,King,1806-10-14,NY,Democrat,1843-12-04,1845-03-03,No
K000211,Preston,King,1806-10-14,NY,Democrat,1845-12-01,1847-03-03,No
K000211,Preston,King,1806-10-14,NY,Free Soil,1849-12-03,1851-03-03,No
K000211,Preston,King,1806-10-14,NY,Democrat,1851-12-01,1853-03-03,No
K000211,Preston,King,1806-10-14,NY,Republican,1857-12-07,1863-03-03,No
K000219,William,Kingsbury,1828-06-04,MN,Democrat,1857-12-07,1859-03-03,No
K000280,Chauncey,Knapp,1809-02-26,MA,American,1855-12-03,1857-03-03,No
K000280,Chauncey,Knapp,1809-02-26,MA,Republican,1857-12-07,1859-03-03,No
K000340,John,Kunkel,1816-09-18,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
K000340,John,Kunkel,1816-09-18,PA,Republican,1857-12-07,1859-03-03,No
L000056,James,Landy,1813-10-13,PA,Democrat,1857-12-07,1859-03-03,No
L000141,William,Lawrence,1814-09-02,OH,Democrat,1857-12-07,1859-03-03,No
L000231,Paul,Leidy,1813-11-13,PA,Democrat,1857-12-07,1859-03-03,No
L000236,Benjamin,Leiter,1813-10-13,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
L000236,Benjamin,Leiter,1813-10-13,OH,Republican,1857-12-07,1859-03-03,No
L000256,John,Letcher,1813-03-29,VA,Democrat,1851-12-01,1853-03-03,No
L000256,John,Letcher,1813-03-29,VA,Democrat,1853-12-05,1855-03-03,No
L000256,John,Letcher,1813-03-29,VA,Democrat,1855-12-03,1857-03-03,No
L000256,John,Letcher,1813-03-29,VA,Democrat,1857-12-07,1859-03-03,No
L000390,James,Lockhart,1806-02-13,IN,Democrat,1851-12-01,1853-03-03,No
L000390,James,Lockhart,1806-02-13,IN,Democrat,1857-12-07,1859-03-03,No
M000084,Stephen,Mallory,,FL,Democrat,1851-12-01,1857-03-03,No
M000084,Stephen,Mallory,,FL,Democrat,1857-12-07,1861-01-21,No
M000154,Humphrey,Marshall,1812-01-13,KY,Whig,1849-12-03,1851-03-03,No
M000154,Humphrey,Marshall,1812-01-13,KY,Whig,1851-12-01,1853-03-03,No
M000154,Humphrey,Marshall,1812-01-13,KY,American,1855-12-03,1857-03-03,No
M000154,Humphrey,Marshall,1812-01-13,KY,American,1857-12-07,1859-03-03,No
M000216,James,Mason,1798-11-03,VA,Democrat,1837-09-04,1839-03-03,No
M000216,James,Mason,1798-11-03,VA,Democrat,1847-12-06,1851-03-03,No
M000216,James,Mason,1798-11-03,VA,Democrat,1851-12-01,1857-03-03,No
M000216,James,Mason,1798-11-03,VA,Democrat,1857-12-07,1861-12-31,No
M000218,John,Mason,1802-08-04,KY,Democrat,1849-12-03,1851-03-03,No
M000218,John,Mason,1802-08-04,KY,Democrat,1851-12-01,1853-03-03,No
M000218,John,Mason,1802-08-04,KY,Democrat,1857-12-07,1859-03-03,No
M000251,Orsamus,Matteson,1805-08-28,NY,Whig,1849-12-03,1851-03-03,No
M000251,Orsamus,Matteson,1805-08-28,NY,Whig,1853-12-05,1855-03-03,No
M000251,Orsamus,Matteson,1805-08-28,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
M000251,Orsamus,Matteson,1805-08-28,NY,Republican,1857-12-07,1859-03-03,No
M000514,Joseph,McKibbin,1824-05-14,CA,Democrat,1857-12-07,1859-03-03,No
M000743,Joseph,Miller,1819-09-09,OH,Democrat,1857-12-07,1859-03-03,No
M000868,John,Montgomery,1805-06-27,PA,Democrat,1857-12-07,1859-03-03,No
M000948,Edwin,Morgan,1806-05-02,NY,Whig,1853-12-05,1855-03-03,No
M000948,Edwin,Morgan,1806-05-02,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
M000948,Edwin,Morgan,1806-05-02,NY,Republican,1857-12-07,1859-03-03,No
M000996,James,Morrison,1816-04-12,IL,Democrat,1855-12-03,1857-03-03,No
M000996,James,Morrison,1816-04-12,IL,Democrat,1857-12-07,1859-03-03,No
M001013,Oliver,Morse,1815-03-26,NY,Republican,1857-12-07,1859-03-03,No
M001042,Richard,Mott,1804-07-21,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
M001042,Richard,Mott,1804-07-21,OH,Republican,1857-12-07,1859-03-03,No
M001105,Ambrose,Murray,1807-11-27,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
M001105,Ambrose,Murray,1807-11-27,NY,Republican,1857-12-07,1859-03-03,No
N000093,Matthias,Nichols,1824-10-03,OH,Democrat,1853-12-05,1855-03-03,No
N000093,Matthias,Nichols,1824-10-03,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
N000093,Matthias,Nichols,1824-10-03,OH,Republican,1857-12-07,1859-03-03,No
N000162,Amos,Nourse,1794-12-17,ME,Republican,1857-12-07,1857-12-31,No
O000104,James,Orr,1822-05-12,SC,Democrat,1849-12-03,1851-03-03,No
O000104,James,Orr,1822-05-12,SC,Democrat,1851-12-01,1853-03-03,No
O000104,James,Orr,1822-05-12,SC,Democrat,1853-12-05,1855-03-03,No
O000104,James,Orr,1822-05-12,SC,Democrat,1855-12-03,1857-03-03,No
O000104,James,Orr,1822-05-12,SC,Democrat,1857-12-07,1859-03-03,No
P000064,John,Parker,1805-06-14,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
P000064,John,Parker,1805-06-14,NY,Republican,1857-12-07,1859-03-03,No
P000301,William,Phelps,1826-06-01,MN,Democrat,1857-12-07,1859-03-03,No
P000308,Henry,Phillips,1811-06-30,PA,Democrat,1857-12-07,1859-03-03,No
P000347,James,Pike,1818-11-10,NH,American,1855-12-03,1857-03-03,No
P000347,James,Pike,1818-11-10,NH,Republican,1857-12-07,1859-03-03,No
P000411,Trusten,Polk,1811-05-29,MO,Democrat,1857-12-07,1863-03-03,No
P000483,Paulus,Powell,Not Found,VA,Democrat,1849-12-03,1851-03-03,No
P000483,Paulus,Powell,Not Found,VA,Democrat,1851-12-01,1853-03-03,No
P000483,Paulus,Powell,Not Found,VA,Democrat,1853-12-05,1855-03-03,No
P000483,Paulus,Powell,Not Found,VA,Democrat,1855-12-03,1857-03-03,No
P000483,Paulus,Powell,Not Found,VA,Democrat,1857-12-07,1859-03-03,No
P000576,Samuel,Purviance,1809-01-10,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
P000576,Samuel,Purviance,1809-01-10,PA,Republican,1857-12-07,1859-03-03,No
Q000022,John,Quitman,1798-09-01,MS,Democrat,1855-12-03,1857-03-03,No
Q000022,John,Quitman,1798-09-01,MS,Democrat,1857-12-07,1859-03-03,No
R000097,Charles,Ready,1802-12-22,TN,Whig,1853-12-05,1855-03-03,No
R000097,Charles,Ready,1802-12-22,TN,American,1855-12-03,1857-03-03,No
R000097,Charles,Ready,1802-12-22,TN,American,1857-12-07,1859-03-03,No
R000157,Wilson,Reilly,1811-08-08,PA,Democrat,1857-12-07,1859-03-03,No
R000192,James,Ricaud,1808-02-11,MD,American,1855-12-03,1857-03-03,No
R000192,James,Ricaud,1808-02-11,MD,American,1857-12-07,1859-03-03,No
R000273,David,Ritchie,1812-08-19,PA,Whig,1853-12-05,1855-03-03,No
R000273,David,Ritchie,1812-08-19,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
R000273,David,Ritchie,1812-08-19,PA,Republican,1857-12-07,1859-03-03,No
R000300,George,Robbins,1808-09-24,NJ,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
R000300,George,Robbins,1808-09-24,NJ,Republican,1857-12-07,1859-03-03,No
R000304,Anthony,Roberts,1803-10-29,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
R000304,Anthony,Roberts,1803-10-29,PA,Republican,1857-12-07,1859-03-03,No
R000542,William,Russell,1812-01-14,NY,Democrat,1857-12-07,1859-03-03,No
S000042,John,Sandidge,1817-01-07,LA,Democrat,1855-12-03,1857-03-03,No
S000042,John,Sandidge,1817-01-07,LA,Democrat,1857-12-07,1859-03-03,No
S000083,John,Savage,1815-10-09,TN,Democrat,1849-12-03,1851-03-03,No
S000083,John,Savage,1815-10-09,TN,Democrat,1851-12-01,1853-03-03,No
S000083,John,Savage,1815-10-09,TN,Democrat,1855-12-03,1857-03-03,No
S000083,John,Savage,1815-10-09,TN,Democrat,1857-12-07,1859-03-03,No
S000209,John,Searing,1805-05-14,NY,Democrat,1857-12-07,1859-03-03,No
S000260,James,Seward,1813-10-30,GA,Democrat,1853-12-05,1855-03-03,No
S000260,James,Seward,1813-10-30,GA,Democrat,1855-12-03,1857-03-03,No
S000260,James,Seward,1813-10-30,GA,Democrat,1857-12-07,1859-03-03,No
S000308,Henry,Shaw,1819-11-20,NC,Democrat,1853-12-05,1855-03-03,No
S000308,Henry,Shaw,1819-11-20,NC,Democrat,1857-12-07,1859-03-03,No
S000347,Judson,Sherman,Not Found,NY,Republican,1857-12-07,1859-03-03,No
S000379,Eli,Shorter,1823-03-15,AL,Democrat,1855-12-03,1857-03-03,No
S000379,Eli,Shorter,1823-03-15,AL,Democrat,1857-12-07,1859-03-03,No
S000417,James,Simmons,1795-09-10,RI,Whig,1841-05-31,1847-03-03,No
S000417,James,Simmons,1795-09-10,RI,Republican,1857-12-07,1863-03-03,No
S000604,Robert,Smith,1802-06-12,IL,Democrat,1843-12-04,1845-03-03,No
